gene,casTLE,in_symmetric_graph,dist_to_core,nearest_core_gene,path_intermediates,path_full,weakest_edge_score,in_GRN,reactome_pig_tagged,direct_core_adjacency,hub_mediated_path,n_convergence_lines,convergence_grade,bucket,confirming_experiment,citation
KHDRBS1,3.0,True,2.0,MC1R,RALY,KHDRBS1 -> RALY -> MC1R,0.726,False,False,False,False,1,C,reconciled,STRING path to MC1R via RALY. Test predicted interaction KHDRBS1-RALY (co-IP/BioID); epistasis double-KO (KHDRBS1 x MC1R) + melanin readout.,"Bajpai et al. 2023 Science 381:eade6289 (DOI 10.1126/science.ade6289; PMC10901463) | STRING v12.0 (Szklarczyk 2023, PMID 36370105); symmetric union pull score>=700, string_union_symmetric_pull_v12.json"
KIRREL,0.9,True,2.0,KIT,GRB2,KIRREL1 -> GRB2 -> KIT,0.875,False,False,False,True,1,C,reconciled,STRING path to KIT via GRB2. Test predicted interaction KIRREL-GRB2 (co-IP/BioID); epistasis double-KO (KIRREL x KIT) + melanin readout.,"Bajpai et al. 2023 Science 381:eade6289 (DOI 10.1126/science.ade6289; PMC10901463) | STRING v12.0 (Szklarczyk 2023, PMID 36370105); symmetric union pull score>=700, string_union_symmetric_pull_v12.json"
KLF6,1.1,True,2.0,HERC2,TP53,KLF6 -> TP53 -> HERC2,0.816,False,False,False,True,1,C,reconciled,STRING path to HERC2 via TP53. Test predicted interaction KLF6-TP53 (co-IP/BioID); epistasis double-KO (KLF6 x HERC2) + melanin readout.,"Bajpai et al. 2023 Science 381:eade6289 (DOI 10.1126/science.ade6289; PMC10901463) | STRING v12.0 (Szklarczyk 2023, PMID 36370105); symmetric union pull score>=700, string_union_symmetric_pull_v12.json"
NCOR1,1.1,True,2.0,SOX10,SMARCA4,NCOR1 -> SMARCA4 -> SOX10,0.82,False,False,False,False,1,C,reconciled,STRING path to SOX10 via SMARCA4. Test predicted interaction NCOR1-SMARCA4 (co-IP/BioID); epistasis double-KO (NCOR1 x SOX10) + melanin readout.,"Bajpai et al. 2023 Science 381:eade6289 (DOI 10.1126/science.ade6289; PMC10901463) | STRING v12.0 (Szklarczyk 2023, PMID 36370105); symmetric union pull score>=700, string_union_symmetric_pull_v12.json"
NF2,1.4,True,2.0,HERC2,TP53,NF2 -> TP53 -> HERC2,0.773,False,False,False,True,1,C,reconciled,STRING path to HERC2 via TP53. Test predicted interaction NF2-TP53 (co-IP/BioID); epistasis double-KO (NF2 x HERC2) + melanin readout.,"Bajpai et al. 2023 Science 381:eade6289 (DOI 10.1126/science.ade6289; PMC10901463) | STRING v12.0 (Szklarczyk 2023, PMID 36370105); symmetric union pull score>=700, string_union_symmetric_pull_v12.json"
QKI,1.3,True,2.0,MC1R,BRAF,QKI -> BRAF -> MC1R,0.74,False,False,False,False,1,C,reconciled,STRING path to MC1R via BRAF. Test predicted interaction QKI-BRAF (co-IP/BioID); epistasis double-KO (QKI x MC1R) + melanin readout.,"Bajpai et al. 2023 Science 381:eade6289 (DOI 10.1126/science.ade6289; PMC10901463) | STRING v12.0 (Szklarczyk 2023, PMID 36370105); symmetric union pull score>=700, string_union_symmetric_pull_v12.json"
RAB32,1.3,True,2.0,POMC,PRKACA,RAB32 -> PRKACA -> POMC,0.766,False,False,False,False,1,C,reconciled,STRING path to POMC via PRKACA. Test predicted interaction RAB32-PRKACA (co-IP/BioID); epistasis double-KO (RAB32 x POMC) + melanin readout.,"Bajpai et al. 2023 Science 381:eade6289 (DOI 10.1126/science.ade6289; PMC10901463) | STRING v12.0 (Szklarczyk 2023, PMID 36370105); symmetric union pull score>=700, string_union_symmetric_pull_v12.json"
RB1,0.9,True,2.0,SOX10,SMARCA4,RB1 -> SMARCA4 -> SOX10,0.937,False,False,False,False,1,C,reconciled,STRING path to SOX10 via SMARCA4. Test predicted interaction RB1-SMARCA4 (co-IP/BioID); epistasis double-KO (RB1 x SOX10) + melanin readout.,"Bajpai et al. 2023 Science 381:eade6289 (DOI 10.1126/science.ade6289; PMC10901463) | STRING v12.0 (Szklarczyk 2023, PMID 36370105); symmetric union pull score>=700, string_union_symmetric_pull_v12.json"
RBBP6,1.4,True,2.0,HERC2,TP53,RBBP6 -> TP53 -> HERC2,0.816,False,False,False,True,1,C,reconciled,STRING path to HERC2 via TP53. Test predicted interaction RBBP6-TP53 (co-IP/BioID); epistasis double-KO (RBBP6 x HERC2) + melanin readout.,"Bajpai et al. 2023 Science 381:eade6289 (DOI 10.1126/science.ade6289; PMC10901463) | STRING v12.0 (Szklarczyk 2023, PMID 36370105); symmetric union pull score>=700, string_union_symmetric_pull_v12.json"
SIAH1,1.3,True,2.0,MITF,CTNNB1,SIAH1 -> CTNNB1 -> MITF,0.813,False,False,False,False,1,C,reconciled,STRING path to MITF via CTNNB1. Test predicted interaction SIAH1-CTNNB1 (co-IP/BioID); epistasis double-KO (SIAH1 x MITF) + melanin readout.,"Bajpai et al. 2023 Science 381:eade6289 (DOI 10.1126/science.ade6289; PMC10901463) | STRING v12.0 (Szklarczyk 2023, PMID 36370105); symmetric union pull score>=700, string_union_symmetric_pull_v12.json"
SIRT6,0.9,True,2.0,HERC2,TP53,SIRT6 -> TP53 -> HERC2,0.748,False,False,False,True,1,C,reconciled,STRING path to HERC2 via TP53. Test predicted interaction SIRT6-TP53 (co-IP/BioID); epistasis double-KO (SIRT6 x HERC2) + melanin readout.,"Bajpai et al. 2023 Science 381:eade6289 (DOI 10.1126/science.ade6289; PMC10901463) | STRING v12.0 (Szklarczyk 2023, PMID 36370105); symmetric union pull score>=700, string_union_symmetric_pull_v12.json"
SLC31A1,2.5,True,2.0,POMC,ATP7A,SLC31A1 -> ATP7A -> POMC,0.938,False,False,False,False,1,C,reconciled,STRING path to POMC via ATP7A. Test predicted interaction SLC31A1-ATP7A (co-IP/BioID); epistasis double-KO (SLC31A1 x POMC) + melanin readout.,"Bajpai et al. 2023 Science 381:eade6289 (DOI 10.1126/science.ade6289; PMC10901463) | STRING v12.0 (Szklarczyk 2023, PMID 36370105); symmetric union pull score>=700, string_union_symmetric_pull_v12.json"
TBL1XR1,1.1,True,2.0,MITF,CTNNB1,TBL1XR1 -> CTNNB1 -> MITF,0.813,False,False,False,False,1,C,reconciled,STRING path to MITF via CTNNB1. Test predicted interaction TBL1XR1-CTNNB1 (co-IP/BioID); epistasis double-KO (TBL1XR1 x MITF) + melanin readout.,"Bajpai et al. 2023 Science 381:eade6289 (DOI 10.1126/science.ade6289; PMC10901463) | STRING v12.0 (Szklarczyk 2023, PMID 36370105); symmetric union pull score>=700, string_union_symmetric_pull_v12.json"
USF2,0.8,True,2.0,HERC2,BRCA1,USF2 -> BRCA1 -> HERC2,0.78,False,False,False,True,1,C,reconciled,STRING path to HERC2 via BRCA1. Test predicted interaction USF2-BRCA1 (co-IP/BioID); epistasis double-KO (USF2 x HERC2) + melanin readout.,"Bajpai et al. 2023 Science 381:eade6289 (DOI 10.1126/science.ade6289; PMC10901463) | STRING v12.0 (Szklarczyk 2023, PMID 36370105); symmetric union pull score>=700, string_union_symmetric_pull_v12.json"
VPS35,1.7,True,2.0,MC1R,PLA2G6,VPS35 -> PLA2G6 -> MC1R,0.71,False,False,False,False,1,C,reconciled,STRING path to MC1R via PLA2G6. Test predicted interaction VPS35-PLA2G6 (co-IP/BioID); epistasis double-KO (VPS35 x MC1R) + melanin readout.,"Bajpai et al. 2023 Science 381:eade6289 (DOI 10.1126/science.ade6289; PMC10901463) | STRING v12.0 (Szklarczyk 2023, PMID 36370105); symmetric union pull score>=700, string_union_symmetric_pull_v12.json"
ANKRD27,1.7,True,3.0,POMC,RAB32 | PRKACA,ANKRD27 -> RAB32 -> PRKACA -> POMC,0.766,False,False,False,False,1,C,reconciled,"STRING path to POMC via RAB32, PRKACA. Test predicted interaction ANKRD27-RAB32 (co-IP/BioID); epistasis double-KO (ANKRD27 x POMC) + melanin readout.","Bajpai et al. 2023 Science 381:eade6289 (DOI 10.1126/science.ade6289; PMC10901463) | STRING v12.0 (Szklarczyk 2023, PMID 36370105); symmetric union pull score>=700, string_union_symmetric_pull_v12.json"
AP1G1,1.9,True,3.0,RAB27A,AP3B1 | LYST,AP1G1 -> AP3B1 -> LYST -> RAB27A,0.787,False,False,False,False,1,C,reconciled,"STRING path to RAB27A via AP3B1, LYST. Test predicted interaction AP1G1-AP3B1 (co-IP/BioID); epistasis double-KO (AP1G1 x RAB27A) + melanin readout.","Bajpai et al. 2023 Science 381:eade6289 (DOI 10.1126/science.ade6289; PMC10901463) | STRING v12.0 (Szklarczyk 2023, PMID 36370105); symmetric union pull score>=700, string_union_symmetric_pull_v12.json"
AP1M1,2.3,True,3.0,TYRP1,AP3D1 | HPS3,AP1M1 -> AP3D1 -> HPS3 -> TYRP1,0.727,False,False,False,False,1,C,reconciled,"STRING path to TYRP1 via AP3D1, HPS3. Test predicted interaction AP1M1-AP3D1 (co-IP/BioID); epistasis double-KO (AP1M1 x TYRP1) + melanin readout.","Bajpai et al. 2023 Science 381:eade6289 (DOI 10.1126/science.ade6289; PMC10901463) | STRING v12.0 (Szklarczyk 2023, PMID 36370105); symmetric union pull score>=700, string_union_symmetric_pull_v12.json"
ARPC4-TTLL3,1.4,True,3.0,MC1R,ACTR2 | CDKN2A,ARPC4-TTLL3 -> ACTR2 -> CDKN2A -> MC1R,0.766,False,False,False,False,1,C,reconciled,"STRING path to MC1R via ACTR2, CDKN2A. Test predicted interaction ARPC4-TTLL3-ACTR2 (co-IP/BioID); epistasis double-KO (ARPC4-TTLL3 x MC1R) + melanin readout.","Bajpai et al. 2023 Science 381:eade6289 (DOI 10.1126/science.ade6289; PMC10901463) | STRING v12.0 (Szklarczyk 2023, PMID 36370105); symmetric union pull score>=700, string_union_symmetric_pull_v12.json"
ASCC3,2.1,True,3.0,MC1R,MLH1 | BRAF,ASCC3 -> MLH1 -> BRAF -> MC1R,0.734,False,False,False,False,1,C,reconciled,"STRING path to MC1R via MLH1, BRAF. Test predicted interaction ASCC3-MLH1 (co-IP/BioID); epistasis double-KO (ASCC3 x MC1R) + melanin readout.","Bajpai et al. 2023 Science 381:eade6289 (DOI 10.1126/science.ade6289; PMC10901463) | STRING v12.0 (Szklarczyk 2023, PMID 36370105); symmetric union pull score>=700, string_union_symmetric_pull_v12.json"
ATP6V0A2,1.3,True,3.0,KITLG,ATP6V1H | EGFR,ATP6V0A2 -> ATP6V1H -> EGFR -> KITLG,0.715,False,False,False,True,1,C,reconciled,"STRING path to KITLG via ATP6V1H, EGFR. Test predicted interaction ATP6V0A2-ATP6V1H (co-IP/BioID); epistasis double-KO (ATP6V0A2 x KITLG) + melanin readout.","Bajpai et al. 2023 Science 381:eade6289 (DOI 10.1126/science.ade6289; PMC10901463) | STRING v12.0 (Szklarczyk 2023, PMID 36370105); symmetric union pull score>=700, string_union_symmetric_pull_v12.json"
BAMBI,0.9,True,3.0,POMC,FZD7 | GNAS,BAMBI -> FZD7 -> GNAS -> POMC,0.89,False,False,False,False,1,C,reconciled,"STRING path to POMC via FZD7, GNAS. Test predicted interaction BAMBI-FZD7 (co-IP/BioID); epistasis double-KO (BAMBI x POMC) + melanin readout.","Bajpai et al. 2023 Science 381:eade6289 (DOI 10.1126/science.ade6289; PMC10901463) | STRING v12.0 (Szklarczyk 2023, PMID 36370105); symmetric union pull score>=700, string_union_symmetric_pull_v12.json"
C16ORF62,2.0,True,3.0,MC1R,VPS35 | PLA2G6,VPS35L -> VPS35 -> PLA2G6 -> MC1R,0.71,False,False,False,False,1,C,reconciled,"STRING path to MC1R via VPS35, PLA2G6. Test predicted interaction C16ORF62-VPS35 (co-IP/BioID); epistasis double-KO (C16ORF62 x MC1R) + melanin readout.","Bajpai et al. 2023 Science 381:eade6289 (DOI 10.1126/science.ade6289; PMC10901463) | STRING v12.0 (Szklarczyk 2023, PMID 36370105); symmetric union pull score>=700, string_union_symmetric_pull_v12.json"
CCDC53,1.4,True,3.0,MC1R,VPS35 | PLA2G6,WASHC3 -> VPS35 -> PLA2G6 -> MC1R,0.71,False,False,False,False,1,C,reconciled,"STRING path to MC1R via VPS35, PLA2G6. Test predicted interaction CCDC53-VPS35 (co-IP/BioID); epistasis double-KO (CCDC53 x MC1R) + melanin readout.","Bajpai et al. 2023 Science 381:eade6289 (DOI 10.1126/science.ade6289; PMC10901463) | STRING v12.0 (Szklarczyk 2023, PMID 36370105); symmetric union pull score>=700, string_union_symmetric_pull_v12.json"
DEGS1,0.9,True,3.0,KIT,SMPD2 | NGF,DEGS1 -> SMPD2 -> NGF -> KIT,0.786,False,False,False,False,1,C,reconciled,"STRING path to KIT via SMPD2, NGF. Test predicted interaction DEGS1-SMPD2 (co-IP/BioID); epistasis double-KO (DEGS1 x KIT) + melanin readout.","Bajpai et al. 2023 Science 381:eade6289 (DOI 10.1126/science.ade6289; PMC10901463) | STRING v12.0 (Szklarczyk 2023, PMID 36370105); symmetric union pull score>=700, string_union_symmetric_pull_v12.json"
DHX29,2.0,True,3.0,HERC2,DDX3X | TP53,DHX29 -> DDX3X -> TP53 -> HERC2,0.713,False,False,False,True,1,C,reconciled,"STRING path to HERC2 via DDX3X, TP53. Test predicted interaction DHX29-DDX3X (co-IP/BioID); epistasis double-KO (DHX29 x HERC2) + melanin readout.","Bajpai et al. 2023 Science 381:eade6289 (DOI 10.1126/science.ade6289; PMC10901463) | STRING v12.0 (Szklarczyk 2023, PMID 36370105); symmetric union pull score>=700, string_union_symmetric_pull_v12.json"
DNAJC13,2.9,True,3.0,MC1R,VPS35 | PLA2G6,DNAJC13 -> VPS35 -> PLA2G6 -> MC1R,0.71,False,False,False,False,1,C,reconciled,"STRING path to MC1R via VPS35, PLA2G6. Test predicted interaction DNAJC13-VPS35 (co-IP/BioID); epistasis double-KO (DNAJC13 x MC1R) + melanin readout.","Bajpai et al. 2023 Science 381:eade6289 (DOI 10.1126/science.ade6289; PMC10901463) | STRING v12.0 (Szklarczyk 2023, PMID 36370105); symmetric union pull score>=700, string_union_symmetric_pull_v12.json"
DSCR3,1.0,True,3.0,MC1R,VPS35 | PLA2G6,VPS26C -> VPS35 -> PLA2G6 -> MC1R,0.71,False,False,False,False,1,C,reconciled,"STRING path to MC1R via VPS35, PLA2G6. Test predicted interaction DSCR3-VPS35 (co-IP/BioID); epistasis double-KO (DSCR3 x MC1R) + melanin readout.","Bajpai et al. 2023 Science 381:eade6289 (DOI 10.1126/science.ade6289; PMC10901463) | STRING v12.0 (Szklarczyk 2023, PMID 36370105); symmetric union pull score>=700, string_union_symmetric_pull_v12.json"
FIP1L1,1.2,True,3.0,HERC2,RBBP6 | TP53,FIP1L1 -> RBBP6 -> TP53 -> HERC2,0.816,False,False,False,True,1,C,reconciled,"STRING path to HERC2 via RBBP6, TP53. Test predicted interaction FIP1L1-RBBP6 (co-IP/BioID); epistasis double-KO (FIP1L1 x HERC2) + melanin readout.","Bajpai et al. 2023 Science 381:eade6289 (DOI 10.1126/science.ade6289; PMC10901463) | STRING v12.0 (Szklarczyk 2023, PMID 36370105); symmetric union pull score>=700, string_union_symmetric_pull_v12.json"
GANAB,1.8,True,3.0,POMC,HSPA5 | IL6,GANAB -> HSPA5 -> IL6 -> POMC,0.736,False,False,False,False,1,C,reconciled,"STRING path to POMC via HSPA5, IL6. Test predicted interaction GANAB-HSPA5 (co-IP/BioID); epistasis double-KO (GANAB x POMC) + melanin readout.","Bajpai et al. 2023 Science 381:eade6289 (DOI 10.1126/science.ade6289; PMC10901463) | STRING v12.0 (Szklarczyk 2023, PMID 36370105); symmetric union pull score>=700, string_union_symmetric_pull_v12.json"
IRF2BP2,1.3,True,3.0,SOX10,NCOR1 | SMARCA4,IRF2BP2 -> NCOR1 -> SMARCA4 -> SOX10,0.82,False,False,False,False,1,C,reconciled,"STRING path to SOX10 via NCOR1, SMARCA4. Test predicted interaction IRF2BP2-NCOR1 (co-IP/BioID); epistasis double-KO (IRF2BP2 x SOX10) + melanin readout.","Bajpai et al. 2023 Science 381:eade6289 (DOI 10.1126/science.ade6289; PMC10901463) | STRING v12.0 (Szklarczyk 2023, PMID 36370105); symmetric union pull score>=700, string_union_symmetric_pull_v12.json"
KIAA0196,2.3,True,3.0,MC1R,VPS35 | PLA2G6,WASHC5 -> VPS35 -> PLA2G6 -> MC1R,0.71,False,False,False,False,1,C,reconciled,"STRING path to MC1R via VPS35, PLA2G6. Test predicted interaction KIAA0196-VPS35 (co-IP/BioID); epistasis double-KO (KIAA0196 x MC1R) + melanin readout.","Bajpai et al. 2023 Science 381:eade6289 (DOI 10.1126/science.ade6289; PMC10901463) | STRING v12.0 (Szklarczyk 2023, PMID 36370105); symmetric union pull score>=700, string_union_symmetric_pull_v12.json"
KIAA1033,3.2,True,3.0,MC1R,VPS35 | PLA2G6,WASHC4 -> VPS35 -> PLA2G6 -> MC1R,0.71,False,False,False,False,1,C,reconciled,"STRING path to MC1R via VPS35, PLA2G6. Test predicted interaction KIAA1033-VPS35 (co-IP/BioID); epistasis double-KO (KIAA1033 x MC1R) + melanin readout.","Bajpai et al. 2023 Science 381:eade6289 (DOI 10.1126/science.ade6289; PMC10901463) | STRING v12.0 (Szklarczyk 2023, PMID 36370105); symmetric union pull score>=700, string_union_symmetric_pull_v12.json"
MNT,1.1,True,3.0,SOX10,SIN3A | SMARCA4,MNT -> SIN3A -> SMARCA4 -> SOX10,0.817,False,False,False,False,1,C,reconciled,"STRING path to SOX10 via SIN3A, SMARCA4. Test predicted interaction MNT-SIN3A (co-IP/BioID); epistasis double-KO (MNT x SOX10) + melanin readout.","Bajpai et al. 2023 Science 381:eade6289 (DOI 10.1126/science.ade6289; PMC10901463) | STRING v12.0 (Szklarczyk 2023, PMID 36370105); symmetric union pull score>=700, string_union_symmetric_pull_v12.json"
PDCD10,1.5,True,3.0,POMC,PXN | STAT3,PDCD10 -> PXN -> STAT3 -> POMC,0.773,False,False,False,False,1,C,reconciled,"STRING path to POMC via PXN, STAT3. Test predicted interaction PDCD10-PXN (co-IP/BioID); epistasis double-KO (PDCD10 x POMC) + melanin readout.","Bajpai et al. 2023 Science 381:eade6289 (DOI 10.1126/science.ade6289; PMC10901463) | STRING v12.0 (Szklarczyk 2023, PMID 36370105); symmetric union pull score>=700, string_union_symmetric_pull_v12.json"
RAB7A,2.1,True,3.0,MC1R,VPS35 | PLA2G6,RAB7A -> VPS35 -> PLA2G6 -> MC1R,0.71,False,False,False,False,1,C,reconciled,"STRING path to MC1R via VPS35, PLA2G6. Test predicted interaction RAB7A-VPS35 (co-IP/BioID); epistasis double-KO (RAB7A x MC1R) + melanin readout.","Bajpai et al. 2023 Science 381:eade6289 (DOI 10.1126/science.ade6289; PMC10901463) | STRING v12.0 (Szklarczyk 2023, PMID 36370105); symmetric union pull score>=700, string_union_symmetric_pull_v12.json"
RPL17-C18ORF32,2.3,True,3.0,SOX10,CDH1 | SNAI2,RPL17-C18orf32 -> CDH1 -> SNAI2 -> SOX10,0.8,False,False,False,False,1,C,reconciled,"STRING path to SOX10 via CDH1, SNAI2. Test predicted interaction RPL17-C18ORF32-CDH1 (co-IP/BioID); epistasis double-KO (RPL17-C18ORF32 x SOX10) + melanin readout.","Bajpai et al. 2023 Science 381:eade6289 (DOI 10.1126/science.ade6289; PMC10901463) | STRING v12.0 (Szklarczyk 2023, PMID 36370105); symmetric union pull score>=700, string_union_symmetric_pull_v12.json"
SAFB,1.3,True,3.0,MC1R,KHDRBS1 | RALY,SAFB -> KHDRBS1 -> RALY -> MC1R,0.726,False,False,False,False,1,C,reconciled,"STRING path to MC1R via KHDRBS1, RALY. Test predicted interaction SAFB-KHDRBS1 (co-IP/BioID); epistasis double-KO (SAFB x MC1R) + melanin readout.","Bajpai et al. 2023 Science 381:eade6289 (DOI 10.1126/science.ade6289; PMC10901463) | STRING v12.0 (Szklarczyk 2023, PMID 36370105); symmetric union pull score>=700, string_union_symmetric_pull_v12.json"
SEC31A,2.3,True,3.0,KIT,CANX | HSP90AA1,SEC31A -> CANX -> HSP90AA1 -> KIT,0.708,False,False,False,True,1,C,reconciled,"STRING path to KIT via CANX, HSP90AA1. Test predicted interaction SEC31A-CANX (co-IP/BioID); epistasis double-KO (SEC31A x KIT) + melanin readout.","Bajpai et al. 2023 Science 381:eade6289 (DOI 10.1126/science.ade6289; PMC10901463) | STRING v12.0 (Szklarczyk 2023, PMID 36370105); symmetric union pull score>=700, string_union_symmetric_pull_v12.json"
SMEK1,0.8,True,3.0,POMC,PPP3CA | CALM3,PPP4R3A -> PPP3CA -> CALM3 -> POMC,0.709,False,False,False,False,1,C,reconciled,"STRING path to POMC via PPP3CA, CALM3. Test predicted interaction SMEK1-PPP3CA (co-IP/BioID); epistasis double-KO (SMEK1 x POMC) + melanin readout.","Bajpai et al. 2023 Science 381:eade6289 (DOI 10.1126/science.ade6289; PMC10901463) | STRING v12.0 (Szklarczyk 2023, PMID 36370105); symmetric union pull score>=700, string_union_symmetric_pull_v12.json"
SMG7,0.8,True,3.0,SOX10,TERT | SMARCA4,SMG7 -> TERT -> SMARCA4 -> SOX10,0.891,False,False,False,False,1,C,reconciled,"STRING path to SOX10 via TERT, SMARCA4. Test predicted interaction SMG7-TERT (co-IP/BioID); epistasis double-KO (SMG7 x SOX10) + melanin readout.","Bajpai et al. 2023 Science 381:eade6289 (DOI 10.1126/science.ade6289; PMC10901463) | STRING v12.0 (Szklarczyk 2023, PMID 36370105); symmetric union pull score>=700, string_union_symmetric_pull_v12.json"
SPCS2,1.9,True,3.0,POMC,HSPA5 | IL6,SPCS2 -> HSPA5 -> IL6 -> POMC,0.72,False,False,False,False,1,C,reconciled,"STRING path to POMC via HSPA5, IL6. Test predicted interaction SPCS2-HSPA5 (co-IP/BioID); epistasis double-KO (SPCS2 x POMC) + melanin readout.","Bajpai et al. 2023 Science 381:eade6289 (DOI 10.1126/science.ade6289; PMC10901463) | STRING v12.0 (Szklarczyk 2023, PMID 36370105); symmetric union pull score>=700, string_union_symmetric_pull_v12.json"
SRSF3,2.3,True,3.0,MC1R,HNRNPA2B1 | RALY,SRSF3 -> HNRNPA2B1 -> RALY -> MC1R,0.726,False,False,False,False,1,C,reconciled,"STRING path to MC1R via HNRNPA2B1, RALY. Test predicted interaction SRSF3-HNRNPA2B1 (co-IP/BioID); epistasis double-KO (SRSF3 x MC1R) + melanin readout.","Bajpai et al. 2023 Science 381:eade6289 (DOI 10.1126/science.ade6289; PMC10901463) | STRING v12.0 (Szklarczyk 2023, PMID 36370105); symmetric union pull score>=700, string_union_symmetric_pull_v12.json"
SRSF5,1.1,True,3.0,MC1R,HNRNPA2B1 | RALY,SRSF5 -> HNRNPA2B1 -> RALY -> MC1R,0.726,False,False,False,False,1,C,reconciled,"STRING path to MC1R via HNRNPA2B1, RALY. Test predicted interaction SRSF5-HNRNPA2B1 (co-IP/BioID); epistasis double-KO (SRSF5 x MC1R) + melanin readout.","Bajpai et al. 2023 Science 381:eade6289 (DOI 10.1126/science.ade6289; PMC10901463) | STRING v12.0 (Szklarczyk 2023, PMID 36370105); symmetric union pull score>=700, string_union_symmetric_pull_v12.json"
TAOK1,0.9,True,3.0,POMC,PLK1 | PRKACA,TAOK1 -> PLK1 -> PRKACA -> POMC,0.77,False,False,False,False,1,C,reconciled,"STRING path to POMC via PLK1, PRKACA. Test predicted interaction TAOK1-PLK1 (co-IP/BioID); epistasis double-KO (TAOK1 x POMC) + melanin readout.","Bajpai et al. 2023 Science 381:eade6289 (DOI 10.1126/science.ade6289; PMC10901463) | STRING v12.0 (Szklarczyk 2023, PMID 36370105); symmetric union pull score>=700, string_union_symmetric_pull_v12.json"
TBC1D5,1.3,True,3.0,MC1R,VPS35 | PLA2G6,TBC1D5 -> VPS35 -> PLA2G6 -> MC1R,0.71,False,False,False,False,1,C,reconciled,"STRING path to MC1R via VPS35, PLA2G6. Test predicted interaction TBC1D5-VPS35 (co-IP/BioID); epistasis double-KO (TBC1D5 x MC1R) + melanin readout.","Bajpai et al. 2023 Science 381:eade6289 (DOI 10.1126/science.ade6289; PMC10901463) | STRING v12.0 (Szklarczyk 2023, PMID 36370105); symmetric union pull score>=700, string_union_symmetric_pull_v12.json"
VPS26A,1.2,True,3.0,MC1R,VPS35 | PLA2G6,VPS26A -> VPS35 -> PLA2G6 -> MC1R,0.71,False,False,False,False,1,C,reconciled,"STRING path to MC1R via VPS35, PLA2G6. Test predicted interaction VPS26A-VPS35 (co-IP/BioID); epistasis double-KO (VPS26A x MC1R) + melanin readout.","Bajpai et al. 2023 Science 381:eade6289 (DOI 10.1126/science.ade6289; PMC10901463) | STRING v12.0 (Szklarczyk 2023, PMID 36370105); symmetric union pull score>=700, string_union_symmetric_pull_v12.json"
VPS29,2.2,True,3.0,MC1R,VPS35 | PLA2G6,VPS29 -> VPS35 -> PLA2G6 -> MC1R,0.71,False,False,False,False,1,C,reconciled,"STRING path to MC1R via VPS35, PLA2G6. Test predicted interaction VPS29-VPS35 (co-IP/BioID); epistasis double-KO (VPS29 x MC1R) + melanin readout.","Bajpai et al. 2023 Science 381:eade6289 (DOI 10.1126/science.ade6289; PMC10901463) | STRING v12.0 (Szklarczyk 2023, PMID 36370105); symmetric union pull score>=700, string_union_symmetric_pull_v12.json"
VPS39,1.2,True,3.0,TYRP1,AP3D1 | HPS3,VPS39 -> AP3D1 -> HPS3 -> TYRP1,0.709,False,False,False,False,1,C,reconciled,"STRING path to TYRP1 via AP3D1, HPS3. Test predicted interaction VPS39-AP3D1 (co-IP/BioID); epistasis double-KO (VPS39 x TYRP1) + melanin readout.","Bajpai et al. 2023 Science 381:eade6289 (DOI 10.1126/science.ade6289; PMC10901463) | STRING v12.0 (Szklarczyk 2023, PMID 36370105); symmetric union pull score>=700, string_union_symmetric_pull_v12.json"
VPS41,1.5,True,3.0,TYRP1,AP3D1 | HPS3,VPS41 -> AP3D1 -> HPS3 -> TYRP1,0.727,False,False,False,False,1,C,reconciled,"STRING path to TYRP1 via AP3D1, HPS3. Test predicted interaction VPS41-AP3D1 (co-IP/BioID); epistasis double-KO (VPS41 x TYRP1) + melanin readout.","Bajpai et al. 2023 Science 381:eade6289 (DOI 10.1126/science.ade6289; PMC10901463) | STRING v12.0 (Szklarczyk 2023, PMID 36370105); symmetric union pull score>=700, string_union_symmetric_pull_v12.json"
ARL8B,1.3,True,4.0,MC1R,RAB7A | VPS35 | PLA2G6,ARL8B -> RAB7A -> VPS35 -> PLA2G6 -> MC1R,0.71,False,False,False,False,1,C,reconciled,"STRING path to MC1R via RAB7A, VPS35, PLA2G6. Test predicted interaction ARL8B-RAB7A (co-IP/BioID); epistasis double-KO (ARL8B x MC1R) + melanin readout.","Bajpai et al. 2023 Science 381:eade6289 (DOI 10.1126/science.ade6289; PMC10901463) | STRING v12.0 (Szklarczyk 2023, PMID 36370105); symmetric union pull score>=700, string_union_symmetric_pull_v12.json"
ASCC2,1.3,True,4.0,MC1R,ASCC3 | MLH1 | BRAF,ASCC2 -> ASCC3 -> MLH1 -> BRAF -> MC1R,0.734,False,False,False,False,1,C,reconciled,"STRING path to MC1R via ASCC3, MLH1, BRAF. Test predicted interaction ASCC2-ASCC3 (co-IP/BioID); epistasis double-KO (ASCC2 x MC1R) + melanin readout.","Bajpai et al. 2023 Science 381:eade6289 (DOI 10.1126/science.ade6289; PMC10901463) | STRING v12.0 (Szklarczyk 2023, PMID 36370105); symmetric union pull score>=700, string_union_symmetric_pull_v12.json"
