gene,a375_lfq_average,a375_log_lfq,fm55_lfq,fm55_log_lfq,citation,citation_source
SERPINH1,1048058.3333333334,5.390796793477416,1228333.3333333333,5.358258542400596,PMC9854651,pmcid
SET;SETSIP,1657245.0,4.09381843969408,1934816.6666666667,4.307692103636555,PMC9854651,pmcid
SETD3,96136.16666666667,4.871554450396313,107056.0,4.829046336853183,PMC9854651,pmcid
SETD7,60530.333333333336,5.112198777545656,53978.333333333336,5.177217515436168,PMC9854651,pmcid
SF1,469655.0,4.278806932088235,477948.3333333333,3.9849853686411123,PMC9854651,pmcid
SF3A1,219228.33333333334,5.2230630749025355,148795.0,5.1662277709426965,PMC9854651,pmcid
SF3A2,178660.0,4.579114496527485,106940.0,4.504305450209022,PMC9854651,pmcid
SF3A3,341261.6666666667,5.456897187449348,289170.0,5.45495405483384,PMC9854651,pmcid
SF3B1,281533.3333333333,4.778976831073377,159156.0,4.681601492016896,PMC9854651,pmcid
SF3B2,402426.6666666667,4.845817132357892,303270.0,4.769987470018194,PMC9854651,pmcid
SF3B3,458278.3333333333,5.592132326020115,393156.6666666667,5.512335237503556,PMC9854651,pmcid
SF3B4,78922.33333333333,4.426014059393362,93602.66666666667,4.454913427408369,PMC9854651,pmcid
SF3B5,38624.5,4.695577981120138,27464.483333333334,4.663970901656221,PMC9854651,pmcid
SF3B6,171579.0,5.134055921872304,173516.66666666666,5.029809069735984,PMC9854651,pmcid
SFN,226029.5,4.938800658180129,78120.0,4.819058921983918,PMC9854651,pmcid
SFPQ,1103000.0,4.29737381325607,979076.6666666666,4.626750853683393,PMC9854651,pmcid
SFSWAP,22101.833333333332,4.699425774304635,14649.5,4.66862971174557,PMC9854651,pmcid
SGPL1,12026.566666666666,4.805359241930614,10049.833333333334,4.81709247816874,PMC9854651,pmcid
SGTA,38650.666666666664,4.414209878008818,55500.833333333336,4.24271737964056,PMC9854651,pmcid
SH2B1,306676.5,4.605741276769539,1017566.6666666666,4.3789517727869605,PMC9854651,pmcid
SH2B3,15805.333333333334,4.1988036595113,15377.365,4.186881922981598,PMC9854651,pmcid
SH2D4A,100155.0,3.492434429501181,58802.666666666664,3.5439232553901405,PMC9854651,pmcid
SH3BGRL,100655.90000000001,4.344922535853836,81607.83333333333,4.265309273194268,PMC9854651,pmcid
SH3BGRL3,2864516.6666666665,4.656163708749048,2624833.3333333335,4.5370631427816175,PMC9854651,pmcid
SH3BP1,45925.18333333333,5.3870722956042485,65490.166666666664,5.404300495264854,PMC9854651,pmcid
SH3BP5L,28487.5,4.526240171111577,55009.5,4.398191826451443,PMC9854651,pmcid
SH3GL1,348235.0,5.164640307208851,338801.6666666667,5.13951702345246,PMC9854651,pmcid
SH3GL2,64373.5,5.472385849256272,12612.900000000001,5.442931597397753,PMC9854651,pmcid
SH3GLB1,99052.66666666667,5.418461497644508,94948.0,5.342491767630749,PMC9854651,pmcid
SH3GLB2,78594.83333333333,5.535150597667654,69136.16666666667,5.519250299839527,PMC9854651,pmcid
SH3KBP1,550365.0,5.372522312657697,530025.0,5.367001630838441,PMC9854651,pmcid
SH3PXD2A,59488.666666666664,5.167597910597584,75423.5,5.21554063155342,PMC9854651,pmcid
SH3PXD2B,44584.166666666664,4.909251952333351,51481.166666666664,4.75749978139742,PMC9854651,pmcid
SHC1,169785.0,5.377849386636987,136605.0,5.365806101379361,PMC9854651,pmcid
SHMT1,109381.05833333333,4.823039421817953,177453.33333333334,5.1231163100911745,PMC9854651,pmcid
SHMT2,773048.3333333334,5.145232673525768,849863.3333333334,5.375404483819917,PMC9854651,pmcid
SHOC2,49850.666666666664,4.697670970625982,80469.5,4.90563130283167,PMC9854651,pmcid
SHPK,40727.666666666664,5.403189178907667,39122.833333333336,4.9289417913379125,PMC9854651,pmcid
SHROOM1,21408.333333333332,5.10171614997883,10123.85,5.26075490340614,PMC9854651,pmcid
SIGMAR1,70131.0,5.201095653937578,85425.33333333333,5.4975999357190135,PMC9854651,pmcid
SIK3,17891.55,5.488076211561511,12869.550000000001,4.393089457758551,PMC9854651,pmcid
SIL1,42564.666666666664,4.779206749951978,49510.5,4.570805538589023,PMC9854651,pmcid
SIN3A,75393.16666666667,4.743064005302098,35672.5,4.403658049801181,PMC9854651,pmcid
SIPA1,44346.166666666664,4.576633085801842,38780.333333333336,5.121346419560198,PMC9854651,pmcid
SIRT5,7002.849999999999,5.039575379725627,3516.3333333333335,5.169204036523619,PMC9854651,pmcid
SIRT6,34873.0,5.171365610278208,37662.666666666664,5.995760200774132,PMC9854651,pmcid
SKIV2L,209478.33333333334,6.029625210766561,204411.66666666666,5.918515237957225,PMC9854651,pmcid
SKIV2L2,243920.0,5.927521775025065,185336.66666666666,4.460617238964866,PMC9854651,pmcid
SKP1,18871.850000000002,4.275814475968299,16490.966666666667,4.2172461138430934,PMC9854651,pmcid
SLAIN2,57348.166666666664,4.48272355466937,59884.666666666664,5.783723776523799,PMC9854651,pmcid
SLBP,24069.333333333332,5.787577356977051,18636.766666666666,5.037714603893325,PMC9854651,pmcid
SLC16A1,29613.333333333332,4.945330691978763,17345.333333333332,5.646911576593762,PMC9854651,pmcid
SLC1A5,38254.71666666667,5.631198478962243,25356.833333333332,6.085409514142599,PMC9854651,pmcid
SLC25A24,4699.333333333333,6.01247445842784,,,PMC9854651,pmcid
SLC25A3,135938.5,4.542711342269729,88685.66666666667,4.529917763683403,PMC9854651,pmcid
SLC25A6;SLC25A4,223293.16666666666,4.47958730576896,123385.0,5.150853620920032,PMC9854651,pmcid
SLC26A2,110383.33333333333,5.4513462911797985,113518.5,5.47442510270099,PMC9854651,pmcid
SLC2A1,91402.16666666667,2.6138851434957275,76695.0,5.37519881957217,PMC9854651,pmcid
SLC30A7,51695.833333333336,5.816180516612428,41977.666666666664,5.729392950418978,PMC9854651,pmcid
SLC35A4,260.6333333333333,5.037832711917421,3953.6666666666665,4.927268536596437,PMC9854651,pmcid
SLC35E1,33659.0,6.020385455490974,29539.833333333332,6.0893162374754075,PMC9854651,pmcid
SLC38A2,18122.833333333332,6.219386717401027,803.2833333333333,6.286639819780191,PMC9854651,pmcid
SLC39A7,37160.833333333336,4.982886801080494,27847.833333333332,5.029611012535356,PMC9854651,pmcid
SLC3A2,320335.0,4.781973065527102,186314.16666666666,4.732219470896471,PMC9854651,pmcid
SLC44A1,17130.666666666668,5.671778950245152,6490.666666666667,5.67938095150542,PMC9854651,pmcid
SLC4A1AP,23320.166666666668,5.340896682180621,17386.0,5.172588337736114,PMC9854651,pmcid
SLC6A14,276463.3333333333,5.252027329652786,293718.3333333333,5.029140179764322,PMC9854651,pmcid
SLC7A5,199560.0,5.533087507469607,104591.0,5.461153234990843,PMC9854651,pmcid
SLC9A3R1,95645.16666666667,4.980663028278289,107410.66666666667,5.031047412131197,PMC9854651,pmcid
SLC9A3R2,64648.666666666664,5.449529822369226,56552.833333333336,5.2018230156731615,PMC9854651,pmcid
SLFN11,34500.166666666664,5.60468675137805,24919.333333333332,5.481829451263999,PMC9854651,pmcid
SLFN5,79977.83333333333,5.66112932498162,88587.33333333333,5.5945656442958045,PMC9854651,pmcid
SLIRP,254648.33333333334,4.89719991665632,211786.66666666666,4.971288221624016,PMC9854651,pmcid
SLK,237333.33333333334,4.586862870461462,198193.33333333334,4.438771433410431,PMC9854651,pmcid
SLTM,26681.5,5.234464132334256,24465.833333333332,5.239341196093632,PMC9854651,pmcid
SLU7,29841.0,5.354165124329382,29437.5,4.892762234615817,PMC9854651,pmcid
SMAD2,8205.0,6.042575512440191,13146.5,5.9908167005943795,PMC9854651,pmcid
SMAD3,39801.416666666664,4.344428299636551,82556.0,4.165822802099915,PMC9854651,pmcid
SMAD4,24991.833333333332,4.080141663039204,19283.166666666668,4.002158859466573,PMC9854651,pmcid
SMAD5,22516.333333333332,4.587156989254541,22082.333333333332,4.744299504011887,PMC9854651,pmcid
SMAP,45364.333333333336,5.486680498149606,43628.333333333336,6.0075628719680205,PMC9854651,pmcid
SMAP1,21813.333333333332,5.000672635289164,24636.833333333332,4.769397021524404,PMC9854651,pmcid
SMAP2,42805.833333333336,5.002839236376639,53099.5,4.911731847603896,PMC9854651,pmcid
SMARCA2,50785.5,6.457051353456047,32131.0,6.419101732613746,PMC9854651,pmcid
SMARCA4,121242.66666666667,5.083655479872112,83629.0,4.922356903707205,PMC9854651,pmcid
SMARCA5,61642.333333333336,4.662050898684892,68187.66666666667,4.816176095671152,PMC9854651,pmcid
SMARCAD1,164726.66666666666,4.454654338188432,110008.5,4.740437697517884,PMC9854651,pmcid
SMARCB1,67632.0,5.541872418541719,48292.833333333336,5.529945538088292,PMC9854651,pmcid
SMARCC1,254435.0,4.808707122448276,219345.0,4.100814952488823,PMC9854651,pmcid
SMARCC2,158605.0,4.9958661719798565,137123.66666666666,4.977485821120306,PMC9854651,pmcid
SMARCD1,77246.0,4.895393997329805,50475.666666666664,4.839705295922814,PMC9854651,pmcid
SMARCD2,7214.666666666667,5.740650807512735,9398.166666666666,5.724296354706422,PMC9854651,pmcid
SMARCE1,127201.83333333333,4.774434235090733,88466.0,4.877506681814204,PMC9854651,pmcid
SMC1A,194320.0,4.649180653551606,122580.0,4.711648380329365,PMC9854651,pmcid
SMC2,256148.33333333334,5.229899318976339,195228.33333333334,5.135466595631525,PMC9854651,pmcid
SMC3,126303.33333333333,5.888206648179305,91862.33333333333,5.249084161669954,PMC9854651,pmcid
SMC4,270373.3333333333,4.609889529584681,200816.66666666666,5.92934909235986,PMC9854651,pmcid
SMEK1,66066.0,4.330582858218722,34346.166666666664,4.592430299501904,PMC9854651,pmcid
SMEK2,25503.666666666668,4.845910031560775,18945.466666666667,4.005345701810704,PMC9854651,pmcid
SMG1,124917.5,4.252647966463813,104396.83333333333,4.931586682109898,PMC9854651,pmcid
SMG8,73355.66666666667,4.629049236685417,70492.0,4.109563361517162,PMC9854651,pmcid
SMG9,94675.16666666667,4.877331984948754,76824.66666666667,4.69469731223624,PMC9854651,pmcid
SMIM12,42907.666666666664,4.646856084878787,24251.166666666668,4.552333546629035,PMC9854651,pmcid
SMN1,328510.0,3.8452748239247487,268511.6666666667,4.588611537703108,PMC9854651,pmcid
SMNDC1,36348.0,4.542489309790742,17806.0,3.5460900376092264,PMC9854651,pmcid
SMS,744960.0,5.321139109878026,645976.6666666666,4.575911066546757,PMC9854651,pmcid
SMTN,95971.0,5.3872474113573245,54164.166666666664,5.310505679253093,PMC9854651,pmcid
SMU1,86030.66666666667,4.758519538727665,90934.5,5.267961347843985,PMC9854651,pmcid
SMYD5,46871.166666666664,4.381464061456408,35017.0,4.7773156365042135,PMC9854651,pmcid
SNAP29,87323.33333333333,4.4714872951567735,90502.5,4.270370567855502,PMC9854651,pmcid
SNAPIN,136033.83333333334,5.13364693633032,151130.0,5.179350682348487,PMC9854651,pmcid
SNCA,58646.5,4.582684989712372,49711.0,4.239182650297208,PMC9854651,pmcid
SND1,724136.6666666666,3.6720362515121936,833941.6666666666,4.404095016097304,PMC9854651,pmcid
SNF8,78124.66666666667,5.133342473432962,102942.66666666667,4.947853435045047,PMC9854651,pmcid
SNRNP200,179340.0,5.348875432769743,131518.83333333334,5.091262365424989,PMC9854651,pmcid
SNRNP27,35210.333333333336,5.042903504663244,36151.03666666667,5.055066643848054,PMC9854651,pmcid
SNRNP40,49793.833333333336,4.960956490703466,41400.0,4.884767051782219,PMC9854651,pmcid
SNRNP70,205460.0,4.713455540516297,167910.0,4.6230182946095475,PMC9854651,pmcid
SNRPA,107186.5,2.4160299584102036,113429.83333333333,3.5970000511866353,PMC9854651,pmcid
SNRPA1,151208.33333333334,4.527101209057118,138757.66666666666,4.4704080406503435,PMC9854651,pmcid
SNRPB2,87716.66666666667,4.570085444503797,95569.5,4.44479141107233,PMC9854651,pmcid
SNRPB;SNRPN,86484.0,4.258226096477574,104367.33333333333,2.9048687562370823,PMC9854651,pmcid
SNRPC,139760.0,5.505604392539685,123792.5,5.270245878359726,PMC9854651,pmcid
SNRPD1,231225.0,4.233774264542905,219628.33333333334,3.812289306166327,PMC9854651,pmcid
SNRPD2,176076.16666666666,4.3677316499529715,194730.0,4.240199675289158,PMC9854651,pmcid
SNRPD3,126697.33333333333,5.441637540027893,160980.0,5.467931055194942,PMC9854651,pmcid
SNRPE,824173.3333333334,5.300073495267144,781368.3333333334,5.019494315329526,PMC9854651,pmcid
SNRPF,286031.6666666667,4.810559572290187,252106.66666666666,4.752454368239495,PMC9854651,pmcid
SNRPG;SNRPGP15,414851.6666666667,4.537821193109182,404016.6666666667,4.396536419466768,PMC9854651,pmcid
SNTB1,71205.33333333333,4.902969634554652,34594.333333333336,4.947371628696264,PMC9854651,pmcid
SNTB2,82339.66666666667,5.405940838075499,128418.33333333333,5.3258986150001455,PMC9854651,pmcid
SNUPN,29066.833333333332,5.3753587389171935,44130.666666666664,5.297089041949255,PMC9854651,pmcid
SNW1,132186.66666666666,4.426210241414335,123893.33333333333,4.3885600128981075,PMC9854651,pmcid
SNX1,320046.6666666667,4.474813372661389,364258.3333333333,4.468900924472972,PMC9854651,pmcid
SNX12,160155.0,3.914078585389112,131618.33333333334,4.118810145752924,PMC9854651,pmcid
SNX17,79546.66666666667,4.599898530354253,64558.5,4.9167486423740785,PMC9854651,pmcid
SNX18,70960.33333333333,4.397798115964211,57844.166666666664,4.285178354926285,PMC9854651,pmcid
SNX2,301435.0,4.352497669360866,304648.3333333333,4.34404496127868,PMC9854651,pmcid
SNX24,61536.333333333336,4.656714532941017,45928.833333333336,4.639768622614097,PMC9854651,pmcid
SNX27,107001.5,4.338722035943604,110854.0,4.391584885544349,PMC9854651,pmcid
SNX3,281750.0,4.631502956205985,230600.0,4.725090431660314,PMC9854651,pmcid
SNX30,52221.833333333336,4.705739732581494,48010.666666666664,4.506924242131775,PMC9854651,pmcid
SNX33,16129.0,4.789879069608545,22123.666666666668,4.833705829451393,PMC9854651,pmcid
SNX4,85594.16666666667,5.216763910333854,78834.5,5.041426242980745,PMC9854651,pmcid
SNX5,473340.0,4.830152230484944,482921.6666666667,4.683882686140349,PMC9854651,pmcid
SNX6,291508.3333333333,5.405576852500527,258053.33333333334,5.341127739050247,PMC9854651,pmcid
SNX8,50243.5,5.200316874268984,67064.83333333333,5.137112417704922,PMC9854651,pmcid
SNX9,126421.83333333333,4.887875999774482,132741.66666666666,4.703082063677937,PMC9854651,pmcid
SOD1,66481.33333333333,3.858216270540882,95723.83333333333,3.9730431425141126,PMC9854651,pmcid
SOD2,80769.5,5.104493370752744,787738.1666666666,4.946776391042226,PMC9854651,pmcid
SOD3,12200.766666666665,5.288517501797074,34896.21666666667,5.088419617016092,PMC9854651,pmcid
SOGA1,166320.0,5.4084915344208655,211885.0,5.290542846718835,PMC9854651,pmcid
SORBS2,139066.66666666666,5.101414812385656,76833.66666666667,4.963137472443991,PMC9854651,pmcid
SORBS3,80963.0,5.4319638553269725,43498.166666666664,5.302799753995839,PMC9854651,pmcid
SORD,468486.6666666667,4.819978013021188,486936.6666666667,4.535878273028367,PMC9854651,pmcid
SOS1,40512.9,4.607593332023856,39444.833333333336,4.5959901253712445,PMC9854651,pmcid
SOX10,229673.33333333334,5.361110573521164,286783.3333333333,5.4575539083218105,PMC9854651,pmcid
SOX5,95827.33333333333,4.406602623517252,146217.16666666666,4.277505307328727,PMC9854651,pmcid
SP1,67809.5,5.096623284019022,50682.833333333336,5.018687325421826,PMC9854651,pmcid
SPAG5,55100.166666666664,4.865433668377071,22560.833333333332,4.848139832551729,PMC9854651,pmcid
SPAG7,93005.0,4.976236078327851,46480.56666666667,4.885500684579033,PMC9854651,pmcid
SPAG9,159771.66666666666,4.632534898094922,133775.0,4.384732636328296,PMC9854651,pmcid
SPANXB1,111988.66666666667,5.516548594226752,17012.316666666666,5.428963160273488,PMC9854651,pmcid
SPARC,121931.83333333333,4.560480519380481,78168.66666666667,4.250566369040124,PMC9854651,pmcid
SPAST,65417.166666666664,5.872132954297757,52597.0,5.810216831120586,PMC9854651,pmcid
SPATA5,65126.666666666664,4.982140020095207,59962.166666666664,4.733712065771951,PMC9854651,pmcid
SPATA5L1,31849.5,4.934653288337568,20224.833333333332,4.9587286831890305,PMC9854651,pmcid
SPATS2,9176.300000000001,4.6709057636458695,4393.666666666667,4.544278936171903,PMC9854651,pmcid
SPATS2L,65852.83333333333,4.941130305377031,81760.33333333333,4.956660576124636,PMC9854651,pmcid
SPC24,6291.75,4.768242098701451,225.29999999999998,4.696452499612821,PMC9854651,pmcid
SPC25,64245.333333333336,5.8598205385423485,46366.333333333336,5.921135673262685,PMC9854651,pmcid
SPCS1,40127.166666666664,4.892788177358389,37582.166666666664,5.012595414192158,PMC9854651,pmcid
SPCS2,38495.73333333333,5.253677165422924,26736.333333333332,5.118987947708575,PMC9854651,pmcid
SPCS3,50919.93333333333,4.546670136519831,44581.0,4.558120755632143,PMC9854651,pmcid
SPG20,113702.83333333333,4.697175561331313,69997.66666666667,4.617000341120899,PMC9854651,pmcid
SPG21,41137.5,5.312727283778123,27160.666666666668,5.225076561626392,PMC9854651,pmcid
SPHK2,11852.949999999999,5.030140089977019,13803.933333333334,5.054727293957656,PMC9854651,pmcid
SPIN1,43053.5,5.179575726488951,33630.666666666664,5.14225698818421,PMC9854651,pmcid
SPR,261580.0,4.936935768107067,196618.33333333334,5.018564587046693,PMC9854651,pmcid
SPRY4,14421.6,4.943082119633634,34766.666666666664,4.980319313875148,PMC9854651,pmcid
SPRYD4,68798.33333333333,5.145382891974874,61042.666666666664,5.0926943336398205,PMC9854651,pmcid
SPRYD7,35825.0,5.364034788118208,20400.166666666668,5.341688365908189,PMC9854651,pmcid
SPTAN1,593625.0,5.245700574674575,283536.4166666666,4.7229200133449165,PMC9854651,pmcid
SPTBN1,371857.3333333334,4.880459458660094,763978.3333333334,5.289432863850786,PMC9854651,pmcid
SPTBN2,161675.0,5.102767474150954,179221.66666666666,5.206771923055583,PMC9854651,pmcid
SPTLC1,84827.83333333333,5.916018558534189,69124.33333333333,5.892855806508336,PMC9854651,pmcid
SPTLC2,93163.16666666667,5.456414116685982,80961.16666666667,5.401584330239176,PMC9854651,pmcid
SQSTM1,141143.33333333334,5.617892839209041,118925.33333333333,5.6063992811800745,PMC9854651,pmcid
SRA1,126174.66666666667,4.852512523840377,80098.0,4.53900496574037,PMC9854651,pmcid
SRC,67390.16666666667,4.915609104523013,63860.5,5.108627029162212,PMC9854651,pmcid
SREK1,90845.66666666667,4.463397720426419,60941.166666666664,4.644740488232773,PMC9854651,pmcid
SRF,,,3448.5166666666664,5.093047937736498,PMC9854651,pmcid
SRGAP1,33786.833333333336,5.121187651177432,13412.766666666668,5.561409496143562,PMC9854651,pmcid
SRGAP2;SRGAP2B;SRGAP2C,116405.0,5.505213308314151,141203.33333333334,5.1193163870815175,PMC9854651,pmcid
SRI,13324.666666666666,5.2045405017791895,57168.0,4.809953431111616,PMC9854651,pmcid
SRM,627456.6666666666,4.900621985634344,539745.0,4.762259568781046,PMC9854651,pmcid
SRP14,918186.6666666666,4.851015646909454,978185.0,5.483798806533633,PMC9854651,pmcid
SRP19,151178.5,5.47919367738926,143608.33333333334,4.6620854137756265,PMC9854651,pmcid
SRP54,258230.0,4.789131615074559,230253.33333333334,5.0447513685969705,PMC9854651,pmcid
SRP68,339473.3333333333,5.029389865882936,285873.3333333333,5.362859302958681,PMC9854651,pmcid
SRP72,279586.6666666667,5.449863924718144,259630.0,4.6813377365387225,PMC9854651,pmcid
SRP9,421755.0,4.717852114376507,564188.3333333334,4.344857106409049,PMC9854651,pmcid
SRPK1,30429.666666666668,4.207607441911914,25912.833333333332,4.896716317497674,PMC9854651,pmcid
SRPK2,61825.5,4.932444168055632,62693.0,5.683876690806609,PMC9854651,pmcid
SRPR,389473.3333333333,5.675173206444007,276683.3333333333,5.411709473322356,PMC9854651,pmcid
SRPRB,144257.0,5.464650974425915,165418.33333333334,4.826494849634909,PMC9854651,pmcid
SRRM1,75039.33333333333,4.70107988506318,56184.666666666664,5.123007266218427,PMC9854651,pmcid
SRRM2,89670.33333333333,5.101822084051995,55994.666666666664,4.981020081940768,PMC9854651,pmcid
SRRT,279181.6666666667,4.822699720967126,240731.66666666666,5.896381887961596,PMC9854651,pmcid
SRSF1,193051.66666666666,4.907247394408961,205338.33333333334,4.542778344728367,PMC9854651,pmcid
SRSF10,34580.5,4.086387121546994,30813.333333333332,5.326100212738114,PMC9854651,pmcid
SRSF11,274280.0,5.220944476323413,238083.33333333334,4.8855515591428365,PMC9854651,pmcid
SRSF2,839508.3333333334,5.143223045034831,801553.3333333334,4.6384709529700645,PMC9854651,pmcid
SRSF3,417530.0,4.908286592125503,489893.3333333333,5.687472478451088,PMC9854651,pmcid
SRSF4,36401.833333333336,5.670697235190729,31129.833333333332,5.1649983640783255,PMC9854651,pmcid
SRSF5,137185.0,4.981489402843726,167795.0,4.704860885347887,PMC9854651,pmcid
SRSF6,198816.66666666666,4.831290542075852,183945.0,4.3533551372166315,PMC9854651,pmcid
SRSF7,106625.5,4.7411529125052185,107716.33333333333,4.66727141410487,PMC9854651,pmcid
SSB,518288.3333333333,4.968506297091985,507700.0,5.126374959646292,PMC9854651,pmcid
SSBP1,363816.6666666667,5.2034997655829835,364393.3333333333,4.230763458059501,PMC9854651,pmcid
SSFA2,31520.5,5.049174073981119,20907.116666666665,4.893032704201614,PMC9854651,pmcid
SSH1,18750.5,5.086117103782164,18283.5,4.720960973800096,PMC9854651,pmcid
SSH3,29164.166666666668,4.815691730133211,12132.983333333332,4.777877317211211,PMC9854651,pmcid
SSR1,67913.16666666667,4.813758850547499,62702.166666666664,4.3058849514110396,PMC9854651,pmcid
SSR3,74451.16666666667,4.50310261880809,59084.166666666664,3.6428271053112593,PMC9854651,pmcid
SSR4,144510.83333333334,3.9626676034780846,112994.16666666667,4.9125426533940155,PMC9854651,pmcid
SSRP1,295633.3333333333,4.81857446531998,353433.3333333333,2.3527611917238307,PMC9854651,pmcid
SSSCA1,19421.05,3.7987714577882628,6097.0,4.666202753086597,PMC9854651,pmcid
SSU72,39258.0,4.807841586770824,44100.5,4.574981814195927,PMC9854651,pmcid
ST13;ST13P5;ST13P4,847530.0,4.6034384957798595,1062018.3333333333,4.427101847118618,PMC9854651,pmcid
ST3GAL4,37543.666666666664,4.585412597236461,6657.381666666667,4.649149805947966,PMC9854651,pmcid
STAG2,33681.666666666664,4.706887826384123,21535.166666666668,4.845083563290246,PMC9854651,pmcid
STAM,70828.0,5.055771286901461,78740.16666666667,4.43394042562692,PMC9854651,pmcid
STAM2,76054.66666666667,4.61423789530243,95055.0,4.140002853181361,PMC9854651,pmcid
STAMBP,67214.33333333333,4.073826452394874,65351.166666666664,4.526735476496464,PMC9854651,pmcid
STAMBPL1,24710.666666666668,4.63400846284891,14323.033333333333,5.293624010415169,PMC9854651,pmcid
STARD13,163288.33333333334,5.417604535440898,355698.3333333333,4.541163053706868,PMC9854651,pmcid
STAT1,554406.6666666666,4.159013445724844,462158.3333333333,4.7856334976421335,PMC9854651,pmcid
STAT2,68494.83333333333,4.83757791740842,57730.833333333336,4.309633715568936,PMC9854651,pmcid
STAT3,135006.66666666666,4.554186199069382,121100.5,5.883081042021757,PMC9854651,pmcid
STAT5A,21286.833333333332,5.773512182590075,24344.0,5.2533905117154305,PMC9854651,pmcid
STAT5B,69237.0,5.208642869619155,66772.33333333333,4.839630955798458,PMC9854651,pmcid
STAT6,68987.83333333333,4.928538374423631,39892.833333333336,4.908276757811496,PMC9854651,pmcid
STAU1,164246.66666666666,4.969244242018998,191785.0,5.075274377368579,PMC9854651,pmcid
STAU2,47674.5,5.149660369801945,35008.166666666664,4.903621672141568,PMC9854651,pmcid
STIP1,2681566.6666666665,5.100972166070526,2715366.6666666665,4.8052323145540505,PMC9854651,pmcid
STK10,179331.66666666666,4.828596530452785,169235.0,4.78491076416374,PMC9854651,pmcid
STK24,201010.0,4.958304216315066,184245.0,3.537632329273452,PMC9854651,pmcid
STK26,12961.9,4.52874748948707,27108.833333333332,4.127518369509745,PMC9854651,pmcid
STK3,85617.66666666667,5.06597163517446,73699.66666666667,5.149844949061293,PMC9854651,pmcid
STK38,38736.333333333336,4.124656353410578,23557.666666666668,4.7571529988583645,PMC9854651,pmcid
STK38L,60644.333333333336,5.797583737997878,61968.833333333336,5.732188627879881,PMC9854651,pmcid
STK39,58177.833333333336,5.9629309819225575,32294.333333333332,5.990420998837772,PMC9854651,pmcid
STK4,185145.0,5.17949003193709,172203.33333333334,5.1571796419653,PMC9854651,pmcid
STMN1,632976.6666666666,5.41200669524106,1186548.3333333333,5.362205926112293,PMC9854651,pmcid
STMN2,433786.6666666667,5.530805664799021,950760.0,5.456173645647174,PMC9854651,pmcid
STOM,42424.5,5.446516456304098,86913.83333333333,5.414354873342867,PMC9854651,pmcid
STOML2,136688.5,5.62506023995005,79536.83333333333,5.751424101278152,PMC9854651,pmcid
STRAP,804690.0,4.483297195025923,732130.0,4.413514901745282,PMC9854651,pmcid
STRIP1,37675.333333333336,4.791167637307704,28684.38333333333,4.797219052296644,PMC9854651,pmcid
STRN,257370.0,5.590477727521681,225860.0,5.441982999186608,PMC9854651,pmcid
STRN3,45153.333333333336,5.159136896265297,42559.333333333336,5.218583640792507,PMC9854651,pmcid
STRN4,76439.5,4.875288967016254,82716.5,4.749617808617986,PMC9854651,pmcid
STT3A,88808.83333333333,4.9526487841735545,52604.5,4.748146663657257,PMC9854651,pmcid
STT3B,33082.333333333336,5.445886895588219,23517.833333333332,5.381533222614117,PMC9854651,pmcid
STUB1,294830.0,5.285673555356659,302366.6666666667,5.31247003266865,PMC9854651,pmcid
STX12,46934.666666666664,4.538831268454129,52465.333333333336,4.488738682087409,PMC9854651,pmcid
STX4,11554.333333333334,5.438194140793337,11450.25,5.376728994335118,PMC9854651,pmcid
STX5,61857.0,5.924025011495771,51213.166666666664,5.903932424508963,PMC9854651,pmcid
STX7,12127.0,5.620687685487591,11881.833333333334,5.69010152944154,PMC9854651,pmcid
STX8,9716.449999999999,4.561123256904546,2104.9,4.493176795510417,PMC9854651,pmcid
STXBP1,88548.33333333333,5.137306627599863,74317.5,5.224779015463109,PMC9854651,pmcid
STXBP3,57829.11666666667,5.298452788199967,29826.0,5.264687987318427,PMC9854651,pmcid
SUB1,816730.0,5.027861080721716,883176.6666666666,5.032281561596111,PMC9854651,pmcid
SUCLA2,80715.0,5.714571432983885,99472.83333333333,5.705607163404605,PMC9854651,pmcid
SUCLG1,327018.3333333333,5.560882590482188,321658.3333333333,5.561570422848076,PMC9854651,pmcid
SUCLG2,265393.3333333333,4.498593097951994,229225.0,4.320294142712473,PMC9854651,pmcid
SUGP1,137347.0,4.2730128530955085,105027.66666666667,4.262059336101755,PMC9854651,pmcid
SUGT1,143553.25,4.820111998737678,138038.1666666667,4.775854758413399,PMC9854651,pmcid
SULT1A4;SULT1A3,231985.0,4.464849571465886,39358.0,4.083967601023262,PMC9854651,pmcid
SUMF2,298991.6666666667,4.831953981295722,298241.6666666667,4.797282548089403,PMC9854651,pmcid
SUMO1,78707.66666666667,4.871871507634544,71251.66666666667,4.771471114543329,PMC9854651,pmcid
SUMO2,709906.6666666666,5.159900405435347,809073.3333333334,5.053056023573068,PMC9854651,pmcid
SUN2,28373.666666666668,5.470753400178036,14884.933333333334,5.548307506687578,PMC9854651,pmcid
SUPT16H,696030.0,4.288272706358737,655275.0,3.78511619502192,PMC9854651,pmcid
SUPT4H1,20773.5,4.593928170682006,21633.666666666668,4.644443513413643,PMC9854651,pmcid
SUPT5H,184780.0,5.92815507985903,155491.66666666666,6.026132013917557,PMC9854651,pmcid
SUPV3L1,57248.833333333336,4.574536685316149,79183.66666666667,3.8233034557012266,PMC9854651,pmcid
