gene,species,state,method,pct_identity,aln_len,ref_len,aln_ref_ratio,ratio_flag
LDLR,Hylobates_agilis,monochromatic,miniprot,0.5048,2982,2754,1.083,
LDLR,Nomascus_gabriellae,dichromatic,miniprot,0.5006,2982,2754,1.083,
LDLR,Hylobates_moloch,monochromatic,direct,,2982,2754,1.083,
LDLR,Hylobates_klossii,monochromatic,miniprot,0.5048,2982,2754,1.083,
LDLR,Symphalangus_syndactylus,monochromatic,direct,,2982,2754,1.083,
LDLR,Nomascus_concolor,dichromatic,miniprot,0.5509,2982,2754,1.083,
LEF1,Nomascus_leucogenys,dichromatic,direct,,1245,1242,1.002,
LEF1,Hylobates_muelleri,dichromatic,miniprot,1.0,1245,1242,1.002,
LEF1,Hylobates_agilis,monochromatic,miniprot,0.6939,1245,1242,1.002,
LEF1,Nomascus_gabriellae,dichromatic,miniprot,1.0,1245,1242,1.002,
LEF1,Hylobates_pileatus,dichromatic,miniprot,1.0,1245,1242,1.002,
LEF1,Hylobates_moloch,monochromatic,direct,,1245,1242,1.002,
LEF1,Hylobates_klossii,monochromatic,miniprot,1.0,1245,1242,1.002,
LEF1,Symphalangus_syndactylus,monochromatic,direct,,1245,1242,1.002,
LEF1,Nomascus_concolor,dichromatic,miniprot,1.0,1245,1242,1.002,
LHB,Nomascus_leucogenys,dichromatic,direct,,495,495,1.0,
LHB,Hylobates_muelleri,dichromatic,miniprot,0.8519,495,495,1.0,
LHB,Hylobates_agilis,monochromatic,miniprot,0.8519,495,495,1.0,
LHB,Nomascus_gabriellae,dichromatic,miniprot,0.8337,495,495,1.0,
LHB,Hylobates_pileatus,dichromatic,miniprot,0.8276,495,495,1.0,
LHB,Hylobates_moloch,monochromatic,direct,,495,495,1.0,
LHB,Hylobates_klossii,monochromatic,miniprot,0.8458,495,495,1.0,
LHB,Symphalangus_syndactylus,monochromatic,direct,,495,495,1.0,
LHB,Nomascus_concolor,dichromatic,miniprot,0.8337,495,495,1.0,
LHCGR,Nomascus_leucogenys,dichromatic,direct,,2106,2112,0.997,
LHCGR,Hylobates_muelleri,dichromatic,miniprot,0.9831,2106,2112,0.997,
LHCGR,Hylobates_agilis,monochromatic,miniprot,0.9852,2106,2112,0.997,
LHCGR,Nomascus_gabriellae,dichromatic,miniprot,0.9873,2106,2112,0.997,
LHCGR,Hylobates_pileatus,dichromatic,miniprot,0.9715,2106,2112,0.997,
LHCGR,Hylobates_moloch,monochromatic,direct,,2106,2112,0.997,
LHCGR,Hylobates_klossii,monochromatic,miniprot,0.9737,2106,2112,0.997,
LHCGR,Symphalangus_syndactylus,monochromatic,direct,,2106,2112,0.997,
LHCGR,Nomascus_concolor,dichromatic,miniprot,0.9873,2106,2112,0.997,
MC1R,Hylobates_muelleri,dichromatic,miniprot,0.9274,951,951,1.0,
MC1R,Hylobates_agilis,monochromatic,miniprot,0.9211,951,951,1.0,
MC1R,Nomascus_gabriellae,dichromatic,miniprot,0.9148,951,951,1.0,
MC1R,Hylobates_pileatus,dichromatic,miniprot,0.9306,951,951,1.0,
MC1R,Hylobates_klossii,monochromatic,miniprot,0.9306,951,951,1.0,
MC1R,Nomascus_concolor,dichromatic,miniprot,0.9117,951,951,1.0,
MFSD12,Nomascus_gabriellae,dichromatic,miniprot,0.875,1812,1566,1.157,
MFSD12,Hylobates_moloch,monochromatic,direct,,1812,1566,1.157,
MFSD12,Symphalangus_syndactylus,monochromatic,direct,,1812,1566,1.157,
MFSD12,Nomascus_concolor,dichromatic,miniprot,0.8497,1812,1566,1.157,
MITF,Nomascus_leucogenys,dichromatic,direct,,1578,1578,1.0,
MITF,Hylobates_muelleri,dichromatic,miniprot,0.9945,1578,1578,1.0,
MITF,Hylobates_agilis,monochromatic,miniprot,0.9912,1578,1578,1.0,
MITF,Nomascus_gabriellae,dichromatic,miniprot,0.989,1578,1578,1.0,
MITF,Hylobates_pileatus,dichromatic,miniprot,0.9981,1578,1578,1.0,
MITF,Hylobates_moloch,monochromatic,direct,,1578,1578,1.0,
MITF,Hylobates_klossii,monochromatic,miniprot,0.9963,1578,1578,1.0,
MITF,Symphalangus_syndactylus,monochromatic,direct,,1578,1578,1.0,
MITF,Nomascus_concolor,dichromatic,miniprot,0.9808,1578,1578,1.0,
MLANA,Nomascus_leucogenys,dichromatic,direct,,354,354,1.0,
MLANA,Hylobates_muelleri,dichromatic,miniprot,0.9492,354,354,1.0,
MLANA,Hylobates_agilis,monochromatic,miniprot,0.9667,354,354,1.0,
MLANA,Nomascus_gabriellae,dichromatic,miniprot,0.9667,354,354,1.0,
MLANA,Hylobates_pileatus,dichromatic,miniprot,0.9407,354,354,1.0,
MLANA,Hylobates_moloch,monochromatic,direct,,354,354,1.0,
MLANA,Hylobates_klossii,monochromatic,miniprot,0.9492,354,354,1.0,
MLANA,Symphalangus_syndactylus,monochromatic,direct,,354,354,1.0,
MLANA,Nomascus_concolor,dichromatic,miniprot,0.9833,354,354,1.0,
MRAP2,Nomascus_leucogenys,dichromatic,direct,,732,615,1.19,
MRAP2,Hylobates_muelleri,dichromatic,miniprot,0.9612,732,615,1.19,
MRAP2,Hylobates_agilis,monochromatic,miniprot,0.9612,732,615,1.19,
MRAP2,Nomascus_gabriellae,dichromatic,miniprot,0.969,732,615,1.19,
MRAP2,Hylobates_pileatus,dichromatic,miniprot,0.9805,732,615,1.19,
MRAP2,Hylobates_moloch,monochromatic,direct,,732,615,1.19,
MRAP2,Hylobates_klossii,monochromatic,miniprot,0.969,732,615,1.19,
MRAP2,Symphalangus_syndactylus,monochromatic,direct,,732,615,1.19,
MRAP2,Nomascus_concolor,dichromatic,miniprot,0.969,732,615,1.19,
NCOA1,Nomascus_leucogenys,dichromatic,direct,,4353,4323,1.007,
NCOA1,Hylobates_muelleri,dichromatic,miniprot,0.9861,4353,4323,1.007,
NCOA1,Hylobates_agilis,monochromatic,miniprot,0.9894,4353,4323,1.007,
NCOA1,Nomascus_gabriellae,dichromatic,miniprot,0.9917,4353,4323,1.007,
NCOA1,Hylobates_pileatus,dichromatic,miniprot,0.9944,4353,4323,1.007,
NCOA1,Hylobates_moloch,monochromatic,direct,,4353,4323,1.007,
NCOA1,Hylobates_klossii,monochromatic,miniprot,0.9868,4353,4323,1.007,
NCOA1,Symphalangus_syndactylus,monochromatic,direct,,4353,4323,1.007,
NCOA1,Nomascus_concolor,dichromatic,miniprot,0.9944,4353,4323,1.007,
NCOA2,Nomascus_leucogenys,dichromatic,direct,,4611,4425,1.042,
NCOA2,Hylobates_muelleri,dichromatic,miniprot,0.991,4611,4425,1.042,
NCOA2,Hylobates_agilis,monochromatic,miniprot,0.9986,4611,4425,1.042,
NCOA2,Nomascus_gabriellae,dichromatic,miniprot,0.9948,4611,4425,1.042,
NCOA2,Hylobates_pileatus,dichromatic,miniprot,0.9973,4611,4425,1.042,
NCOA2,Hylobates_moloch,monochromatic,direct,,4611,4425,1.042,
NCOA2,Hylobates_klossii,monochromatic,miniprot,0.9963,4611,4425,1.042,
NCOA2,Symphalangus_syndactylus,monochromatic,direct,,4611,4425,1.042,
NCOA2,Nomascus_concolor,dichromatic,miniprot,0.9936,4611,4425,1.042,
NCOA3,Nomascus_leucogenys,dichromatic,direct,,4308,4272,1.008,
NCOA3,Hylobates_muelleri,dichromatic,miniprot,0.9926,4308,4272,1.008,
NCOA3,Hylobates_agilis,monochromatic,miniprot,0.9755,4308,4272,1.008,
NCOA3,Nomascus_gabriellae,dichromatic,miniprot,0.9755,4308,4272,1.008,
NCOA3,Hylobates_pileatus,dichromatic,miniprot,0.9741,4308,4272,1.008,
NCOA3,Hylobates_moloch,monochromatic,direct,,4308,4272,1.008,
NCOA3,Hylobates_klossii,monochromatic,miniprot,0.9763,4308,4272,1.008,
NCOA3,Symphalangus_syndactylus,monochromatic,direct,,4308,4272,1.008,
NCOA3,Nomascus_concolor,dichromatic,miniprot,0.971,4308,4272,1.008,
NCOR1,Nomascus_leucogenys,dichromatic,direct,,7593,7326,1.036,
NCOR1,Hylobates_muelleri,dichromatic,miniprot,0.9935,7593,7326,1.036,
NCOR1,Hylobates_agilis,monochromatic,miniprot,0.9948,7593,7326,1.036,
NCOR1,Nomascus_gabriellae,dichromatic,miniprot,0.999,7593,7326,1.036,
NCOR1,Hylobates_pileatus,dichromatic,miniprot,0.993,7593,7326,1.036,
NCOR1,Hylobates_moloch,monochromatic,direct,,7593,7326,1.036,
NCOR1,Hylobates_klossii,monochromatic,miniprot,0.9953,7593,7326,1.036,
NCOR1,Symphalangus_syndactylus,monochromatic,direct,,7593,7326,1.036,
NCOR1,Nomascus_concolor,dichromatic,miniprot,0.9947,7593,7326,1.036,
NCOR2,Nomascus_leucogenys,dichromatic,direct,,7779,7566,1.028,
NCOR2,Hylobates_muelleri,dichromatic,miniprot,0.986,7779,7566,1.028,
NCOR2,Hylobates_agilis,monochromatic,miniprot,0.9758,7779,7566,1.028,
NCOR2,Nomascus_gabriellae,dichromatic,miniprot,0.9738,7779,7566,1.028,
NCOR2,Hylobates_pileatus,dichromatic,miniprot,0.9841,7779,7566,1.028,
NCOR2,Hylobates_moloch,monochromatic,direct,,7779,7566,1.028,
NCOR2,Hylobates_klossii,monochromatic,miniprot,0.9784,7779,7566,1.028,
NCOR2,Symphalangus_syndactylus,monochromatic,direct,,7779,7566,1.028,
NCOR2,Nomascus_concolor,dichromatic,miniprot,0.9743,7779,7566,1.028,
OCA2,Nomascus_leucogenys,dichromatic,direct,,2514,2514,1.0,
OCA2,Hylobates_muelleri,dichromatic,miniprot,0.9769,2514,2514,1.0,
OCA2,Hylobates_pileatus,dichromatic,miniprot,0.9761,2514,2514,1.0,
OCA2,Hylobates_moloch,monochromatic,direct,,2514,2514,1.0,
OCA2,Hylobates_klossii,monochromatic,miniprot,0.9808,2514,2514,1.0,
OCA2,Symphalangus_syndactylus,monochromatic,direct,,2514,2514,1.0,
PAX3,Nomascus_leucogenys,dichromatic,direct,,1515,1458,1.039,
PAX3,Hylobates_muelleri,dichromatic,miniprot,1.0,1515,1458,1.039,
PAX3,Hylobates_agilis,monochromatic,miniprot,1.0,1515,1458,1.039,
PAX3,Nomascus_gabriellae,dichromatic,miniprot,1.0,1515,1458,1.039,
PAX3,Hylobates_pileatus,dichromatic,miniprot,1.0,1515,1458,1.039,
PAX3,Hylobates_moloch,monochromatic,direct,,1515,1458,1.039,
PAX3,Hylobates_klossii,monochromatic,miniprot,1.0,1515,1458,1.039,
PAX3,Symphalangus_syndactylus,monochromatic,direct,,1515,1458,1.039,
PAX3,Nomascus_concolor,dichromatic,miniprot,1.0,1515,1458,1.039,
PMEL,Nomascus_leucogenys,dichromatic,direct,,2433,2115,1.15,
PMEL,Hylobates_muelleri,dichromatic,miniprot,0.9638,2433,2115,1.15,
PMEL,Hylobates_agilis,monochromatic,miniprot,0.9638,2433,2115,1.15,
PMEL,Nomascus_gabriellae,dichromatic,miniprot,0.9622,2433,2115,1.15,
PMEL,Hylobates_pileatus,dichromatic,miniprot,0.9518,2433,2115,1.15,
PMEL,Hylobates_moloch,monochromatic,direct,,2433,2115,1.15,
PMEL,Hylobates_klossii,monochromatic,miniprot,0.9654,2433,2115,1.15,
PMEL,Symphalangus_syndactylus,monochromatic,direct,,2433,2115,1.15,
PMEL,Nomascus_concolor,dichromatic,miniprot,0.9622,2433,2115,1.15,
POMC,Nomascus_leucogenys,dichromatic,direct,,1140,1176,0.969,
POMC,Nomascus_gabriellae,dichromatic,miniprot,0.8717,1140,1176,0.969,
POMC,Hylobates_moloch,monochromatic,direct,,1140,1176,0.969,
POMC,Symphalangus_syndactylus,monochromatic,direct,,1140,1176,0.969,
POMC,Nomascus_concolor,dichromatic,miniprot,0.8743,1140,1176,0.969,
SCARB1,Hylobates_muelleri,dichromatic,miniprot,0.8195,1977,1662,1.19,
SCARB1,Hylobates_agilis,monochromatic,miniprot,0.9872,1977,1662,1.19,
SCARB1,Hylobates_pileatus,dichromatic,miniprot,0.9477,1977,1662,1.19,
SCARB1,Hylobates_moloch,monochromatic,direct,,1977,1662,1.19,
SCARB1,Symphalangus_syndactylus,monochromatic,direct,,1977,1662,1.19,
SHBG,Nomascus_leucogenys,dichromatic,direct,,1518,1485,1.022,
SHBG,Nomascus_gabriellae,dichromatic,miniprot,0.913,1518,1485,1.022,
SHBG,Hylobates_moloch,monochromatic,direct,,1518,1485,1.022,
SHBG,Symphalangus_syndactylus,monochromatic,direct,,1518,1485,1.022,
SHBG,Nomascus_concolor,dichromatic,miniprot,0.913,1518,1485,1.022,
SLC24A4,Nomascus_leucogenys,dichromatic,direct,,1866,1866,1.0,
SLC24A4,Hylobates_muelleri,dichromatic,miniprot,0.9823,1866,1866,1.0,
SLC24A4,Hylobates_agilis,monochromatic,miniprot,0.9713,1866,1866,1.0,
SLC24A4,Nomascus_gabriellae,dichromatic,miniprot,0.9823,1866,1866,1.0,
SLC24A4,Hylobates_pileatus,dichromatic,miniprot,0.9839,1866,1866,1.0,
SLC24A4,Hylobates_moloch,monochromatic,direct,,1866,1866,1.0,
SLC24A4,Hylobates_klossii,monochromatic,miniprot,0.9823,1866,1866,1.0,
SLC24A4,Symphalangus_syndactylus,monochromatic,direct,,1866,1866,1.0,
SLC24A4,Nomascus_concolor,dichromatic,miniprot,0.9719,1866,1866,1.0,
SLC24A5,Nomascus_leucogenys,dichromatic,direct,,1593,1500,1.062,
SLC24A5,Hylobates_muelleri,dichromatic,miniprot,0.9603,1593,1500,1.062,
SLC24A5,Hylobates_agilis,monochromatic,miniprot,0.9603,1593,1500,1.062,
SLC24A5,Nomascus_gabriellae,dichromatic,miniprot,0.9603,1593,1500,1.062,
SLC24A5,Hylobates_pileatus,dichromatic,miniprot,0.968,1593,1500,1.062,
SLC24A5,Hylobates_moloch,monochromatic,direct,,1593,1500,1.062,
SLC24A5,Hylobates_klossii,monochromatic,miniprot,0.9578,1593,1500,1.062,
SLC24A5,Symphalangus_syndactylus,monochromatic,direct,,1593,1500,1.062,
SLC24A5,Nomascus_concolor,dichromatic,miniprot,0.9603,1593,1500,1.062,
SLC45A2,Nomascus_leucogenys,dichromatic,direct,,1590,1590,1.0,
SLC45A2,Hylobates_muelleri,dichromatic,miniprot,0.9629,1590,1590,1.0,
SLC45A2,Hylobates_agilis,monochromatic,miniprot,0.9628,1590,1590,1.0,
SLC45A2,Nomascus_gabriellae,dichromatic,miniprot,0.9493,1590,1590,1.0,
SLC45A2,Hylobates_pileatus,dichromatic,miniprot,0.9679,1590,1590,1.0,
SLC45A2,Hylobates_moloch,monochromatic,direct,,1590,1590,1.0,
SLC45A2,Hylobates_klossii,monochromatic,miniprot,0.9787,1590,1590,1.0,
SLC45A2,Symphalangus_syndactylus,monochromatic,direct,,1590,1590,1.0,
SLC45A2,Nomascus_concolor,dichromatic,miniprot,0.9571,1590,1590,1.0,
SOX10,Nomascus_leucogenys,dichromatic,direct,,1542,1401,1.101,
SOX10,Hylobates_muelleri,dichromatic,miniprot,0.9907,1542,1401,1.101,
SOX10,Hylobates_agilis,monochromatic,miniprot,0.9907,1542,1401,1.101,
SOX10,Nomascus_gabriellae,dichromatic,miniprot,0.5409,1542,1401,1.101,
SOX10,Hylobates_pileatus,dichromatic,miniprot,0.9936,1542,1401,1.101,
SOX10,Hylobates_moloch,monochromatic,direct,,1542,1401,1.101,
SOX10,Hylobates_klossii,monochromatic,miniprot,0.9907,1542,1401,1.101,
SOX10,Symphalangus_syndactylus,monochromatic,direct,,1542,1401,1.101,
SOX10,Nomascus_concolor,dichromatic,miniprot,0.9792,1542,1401,1.101,
SRD5A1,Nomascus_leucogenys,dichromatic,direct,,825,789,1.046,
SRD5A1,Hylobates_pileatus,dichromatic,miniprot,0.973,825,789,1.046,
SRD5A1,Hylobates_moloch,monochromatic,direct,,825,789,1.046,
SRD5A1,Symphalangus_syndactylus,monochromatic,direct,,825,789,1.046,
SRD5A2,Nomascus_leucogenys,dichromatic,direct,,762,762,1.0,
SRD5A2,Hylobates_muelleri,dichromatic,miniprot,0.9876,762,762,1.0,
SRD5A2,Hylobates_agilis,monochromatic,miniprot,0.9876,762,762,1.0,
SRD5A2,Nomascus_gabriellae,dichromatic,miniprot,0.9876,762,762,1.0,
SRD5A2,Hylobates_pileatus,dichromatic,miniprot,0.9724,762,762,1.0,
SRD5A2,Hylobates_moloch,monochromatic,direct,,762,762,1.0,
SRD5A2,Hylobates_klossii,monochromatic,miniprot,0.9876,762,762,1.0,
SRD5A2,Symphalangus_syndactylus,monochromatic,direct,,762,762,1.0,
SRD5A2,Nomascus_concolor,dichromatic,miniprot,0.9876,762,762,1.0,
SRD5A3,Nomascus_leucogenys,dichromatic,direct,,1134,1038,1.092,
SRD5A3,Hylobates_pileatus,dichromatic,miniprot,0.9366,1134,1038,1.092,
SRD5A3,Hylobates_moloch,monochromatic,direct,,1134,1038,1.092,
SRD5A3,Symphalangus_syndactylus,monochromatic,direct,,1134,1038,1.092,
STAR,Nomascus_leucogenys,dichromatic,direct,,855,855,1.0,
STAR,Hylobates_agilis,monochromatic,miniprot,0.9946,855,855,1.0,
STAR,Nomascus_gabriellae,dichromatic,miniprot,0.9946,855,855,1.0,
STAR,Hylobates_pileatus,dichromatic,miniprot,0.993,855,855,1.0,
STAR,Hylobates_moloch,monochromatic,direct,,855,855,1.0,
STAR,Hylobates_klossii,monochromatic,miniprot,0.9946,855,855,1.0,
STAR,Symphalangus_syndactylus,monochromatic,direct,,855,855,1.0,
STAR,Nomascus_concolor,dichromatic,miniprot,0.9946,855,855,1.0,
STS,Nomascus_leucogenys,dichromatic,direct,,1776,1770,1.003,
STS,Hylobates_muelleri,dichromatic,miniprot,0.9821,1776,1770,1.003,
STS,Hylobates_agilis,monochromatic,miniprot,0.9851,1776,1770,1.003,
STS,Nomascus_gabriellae,dichromatic,miniprot,0.9725,1776,1770,1.003,
STS,Hylobates_pileatus,dichromatic,miniprot,0.9712,1776,1770,1.003,
STS,Hylobates_moloch,monochromatic,direct,,1776,1770,1.003,
STS,Hylobates_klossii,monochromatic,miniprot,0.5244,1776,1770,1.003,
STS,Symphalangus_syndactylus,monochromatic,direct,,1776,1770,1.003,
SULT1E1,Nomascus_leucogenys,dichromatic,direct,,882,882,1.0,
SULT1E1,Hylobates_muelleri,dichromatic,miniprot,0.9649,882,882,1.0,
SULT1E1,Hylobates_agilis,monochromatic,miniprot,0.9649,882,882,1.0,
SULT1E1,Nomascus_gabriellae,dichromatic,miniprot,0.9591,882,882,1.0,
SULT1E1,Hylobates_pileatus,dichromatic,miniprot,0.9626,882,882,1.0,
SULT1E1,Hylobates_moloch,monochromatic,direct,,882,882,1.0,
SULT1E1,Hylobates_klossii,monochromatic,miniprot,0.9649,882,882,1.0,
SULT1E1,Symphalangus_syndactylus,monochromatic,direct,,882,882,1.0,
SULT1E1,Nomascus_concolor,dichromatic,miniprot,0.9591,882,882,1.0,
TFAP2A,Nomascus_leucogenys,dichromatic,direct,,1482,1335,1.11,
TFAP2A,Hylobates_muelleri,dichromatic,miniprot,0.9978,1482,1335,1.11,
TFAP2A,Hylobates_agilis,monochromatic,miniprot,0.9971,1482,1335,1.11,
TFAP2A,Nomascus_gabriellae,dichromatic,miniprot,0.9978,1482,1335,1.11,
TFAP2A,Hylobates_pileatus,dichromatic,miniprot,1.0,1482,1335,1.11,
TFAP2A,Hylobates_moloch,monochromatic,direct,,1482,1335,1.11,
TFAP2A,Hylobates_klossii,monochromatic,miniprot,0.9978,1482,1335,1.11,
TFAP2A,Symphalangus_syndactylus,monochromatic,direct,,1482,1335,1.11,
TFAP2A,Nomascus_concolor,dichromatic,miniprot,0.9978,1482,1335,1.11,
TYR,Hylobates_muelleri,dichromatic,miniprot,0.9855,1590,1590,1.0,
TYR,Hylobates_agilis,monochromatic,miniprot,0.9711,1590,1590,1.0,
TYR,Nomascus_gabriellae,dichromatic,miniprot,0.9884,1590,1590,1.0,
TYR,Hylobates_pileatus,dichromatic,miniprot,0.9868,1590,1590,1.0,
TYR,Hylobates_moloch,monochromatic,direct,,1590,1590,1.0,
TYR,Hylobates_klossii,monochromatic,miniprot,0.9711,1590,1590,1.0,
TYR,Symphalangus_syndactylus,monochromatic,direct,,1590,1590,1.0,
TYR,Nomascus_concolor,dichromatic,miniprot,0.9884,1590,1590,1.0,
TYRP1,Nomascus_leucogenys,dichromatic,direct,,1611,1611,1.0,
TYRP1,Hylobates_muelleri,dichromatic,miniprot,0.9902,1611,1611,1.0,
TYRP1,Hylobates_agilis,monochromatic,miniprot,0.9851,1611,1611,1.0,
TYRP1,Nomascus_gabriellae,dichromatic,miniprot,0.9888,1611,1611,1.0,
TYRP1,Hylobates_pileatus,dichromatic,miniprot,0.9832,1611,1611,1.0,
TYRP1,Hylobates_moloch,monochromatic,direct,,1611,1611,1.0,
TYRP1,Hylobates_klossii,monochromatic,miniprot,0.9902,1611,1611,1.0,
TYRP1,Symphalangus_syndactylus,monochromatic,direct,,1611,1611,1.0,
TYRP1,Nomascus_concolor,dichromatic,miniprot,0.987,1611,1611,1.0,
